NAME,EMAIL,GENDER,Area,latitude,longitude,,Art-Watercolor Painting,Art-Pastel Painting,Art-Pencil Drawing,Art-Charcoal Drawing,Art-Ink Illustration,Art-Woodcut Printing,Art-Linocut Printing,Art-Etching,Art-Calligraphy,Art-Ceramics,Art-Textile Arts,,Music-Bollywood,Music-Devotional,Music-Indian Classical,Music-Hindustani,Music-Carnatic,Music-Regional Music,Music-Punjabi,Music-Tamil,Music-Telugu,Music-Bengali,Music-Marathi,Music-Kannada,Music-Gujarati,Music-Pop,Music-Hip-Hop and Rap,Music-Electronic,Music-Folk,Music-Sufi and Ghazal,Music-Classical Fusion,Music-New Releases,Music-Bollywood Classics,Music-Mood-Based Playlists,Music-Artist Radio
Fateh Wagle,fatehwagle@gmail.com,Male,Koramangala,12.95548878,77.60184699,,0.553300973,-0.591452603,0.124005659,-0.158363477,0.04657811,0.779529742,0.984344258,1.101900861,-0.739867228,0.461166959,0.234120574,,0.562701106,0.259780937,0.93711453,0.313753951,0.788790161,0.355156498,0.72549702,0.740400425,0.47009762,1.1718654,0.418676237,1.351897291,0.286187834,1.207256263,0.332167584,0.841298087,0.831023223,1.438172863,2.036721158,1.696299181,1.640068433,1.3119594,1.375508183
Purab Chand,purabchand@gmail.com,Female,Krishnarajapura,13.01314631,77.72173007,,0.163086568,0.228563142,1.58384647,0.016822432,-0.704419778,0.164273407,0.251059516,0.650810705,0.310923663,0.866629303,1.852831969,,0.22913224,1.943776183,1.490031853,1.9425127,1.607765296,0.719573497,-0.816057526,0.515561016,0.64421863,-0.595937477,-0.204460971,0.564848258,-0.327615261,0.40613226,-0.927946018,0.09244696,0.266982319,1.623153154,1.916538597,1.120655862,1.368407745,0.856726664,1.445145609
Kanav Bala,kanavbala@gmail.com,Female,Koramangala,12.93453358,77.63461445,,-0.602004268,0.438497288,-0.637571528,-0.805837918,-1.131180532,-0.699955702,-0.745088242,-0.449752442,-0.031080771,0.110867725,-1.397357391,,-1.147557451,0.207562398,-1.506141315,-1.157146434,-0.352577318,1.534875424,0.742042801,0.332175837,1.258642477,1.289840772,0.891854045,1.207411836,1.199412301,-0.42963129,0.180016511,0.603514071,0.04418348,0.141087162,-0.350938475,-0.038296064,0.698740408,0.246515724,0.254771717
Ojas Agarwal,ojasagarwal@gmail.com,Male,Koramangala,12.91240598,77.61794171,,-0.131566406,1.188995946,0.372080127,0.355106907,0.477813307,-0.252158925,-0.114365991,0.127359301,0.52474219,0.943169446,-0.473135529,,-1.401536967,-0.433244123,0.218565627,0.219913831,0.488928601,-0.045788359,-0.313069166,0.452556013,0.2811167,0.600693906,0.634355868,0.26740527,0.264677003,0.082902636,1.076179684,1.100329057,0.798265992,1.052992216,0.978262202,1.66512081,0.805301536,0.588318109,0.619735088
Keya Batra,keyabatra@gmail.com,Female,JP Nagar,12.8744946,77.56879499,,-1.463245229,-0.661216958,0.027028582,-0.205087912,-0.291625401,-0.527996958,-0.253331818,-0.780734161,-0.326533441,-1.168713667,-0.002190296,,-0.086825385,-0.617555732,0.02426085,-0.113654651,0.862772974,0.125019807,0.035221515,-0.462084276,0.165040609,0.66706687,1.267756496,-0.562748723,-2.265848721,0.424190544,-0.249877413,0.351660857,0.655457523,0.223516209,-0.045428391,0.024598035,-0.132534701,0.304163548,0.179323859
Adira Balakrishnan,adirabalakrishnan@gmail.com,Female,Koramangala,12.91941378,77.60006289,,-0.234865778,0.743261075,-0.90553883,-0.723904192,0.598368483,0.526284911,2.158658355,0.484585294,1.196876448,1.064915525,-0.349725491,,0.715915882,0.21022887,0.500297202,1.113864125,0.931458561,0.340708224,0.57105304,0.508298468,0.083305705,-0.598875206,0.577181616,0.675668654,-0.658822661,0.634589808,-0.440937179,0.180574232,0.811444611,0.413605667,0.225586295,-0.113169403,0.753065408,1.325342731,0.781547483
Vaibhav Ratta,vaibhavratta@gmail.com,Male,Indiranagar,12.96339071,77.68631175,,0.530905045,1.7625421,0.473233347,-0.400303007,-0.460351542,0.344386997,0.126826797,-0.086329663,-1.206265633,1.815453875,-0.190072817,,0.883394489,-0.677450553,-0.882226415,-0.170780863,-1.518926484,0.423919954,0.042223569,0.594652783,0.288913323,0.834961747,1.632433175,0.043053231,0.038676849,1.445561244,2.441426739,1.700444446,0.404526707,-0.455631324,-0.414577583,0.738036116,-0.969924224,0.184421628,0.232907177
Amani Chander,amanichander@gmail.com,Female,Koramangala,12.95512963,77.60162142,,0.64268602,1.460655923,-0.552073704,-0.614515076,-0.819749217,-0.995765071,-1.458985783,-1.301961157,-1.295314745,-0.167142237,-1.8059088,,1.417261283,1.04777426,0.834287656,0.547025081,-0.527514097,0.172239561,1.733683107,-0.100476797,-0.01909205,0.263612498,0.279021808,0.975190459,1.373517298,-0.729832835,0.392239987,-0.243920985,1.63087672,1.624008898,0.588836748,0.501077082,0.647298682,1.851350337,1.183511964
Amani Ratta,amaniratta@gmail.com,Male,Indiranagar,12.98628094,77.62863414,,-0.048148931,-0.357782188,0.355873696,-0.554622972,1.19141675,1.570503299,0.739910918,-0.103000776,-0.540375292,-0.539926251,-0.4654545,,0.016976534,0.517747252,0.538378552,0.408575523,1.453423891,-0.840021938,0.030836402,1.061820769,0.649409176,0.027443895,-0.092990893,1.172598986,-0.432912141,-0.90350721,-0.97181826,-0.234862773,0.696056642,0.879451027,0.827265952,0.638991315,0.306573068,-0.035716491,-0.223680002
Samarth Sachar,samarthsachar@yahoo.com,Male,JP Nagar,12.88635846,77.59795577,,-0.146001426,-1.097679822,-0.47866473,-0.327742972,-0.428329922,-0.732391419,-0.512331349,-1.081726477,-2.091365427,-2.491126883,-2.50852256,,-2.012688649,-0.444456961,-0.294225626,-1.732132476,0.219261327,-0.355270848,-0.666602815,0.295289553,0.464819396,0.325838158,0.710848669,-1.000317565,-0.843758043,-0.666974915,0.509055638,1.003407813,-0.48125798,-0.726332194,-1.451641277,-0.091894716,-0.798212131,-0.124660914,-0.722525993
Neelofar Dhar,neelofardhar@gmail.com,Female,Indiranagar,12.96758584,77.63446707,,0.676400661,-0.397001213,0.287337517,-0.355489061,-0.489441975,-0.940448685,-1.066805633,-1.044750814,-0.447029662,-0.664501984,0.057432097,,0.098333944,0.585869206,1.199658803,0.806979098,0.919748255,0.767631807,-0.274197043,0.00432073,0.043220718,0.145695552,-0.044985653,-0.441708022,1.167301828,0.25948404,-0.138312144,-1.700153787,0.856758269,0.316421794,0.612220086,-0.494956612,0.612426028,-0.011620329,-0.268160793
Amira Konda,amirakonda@gmail.com,Male,Koramangala,12.93303678,77.63643494,,0.833329201,0.237427266,-0.425737244,-0.130574593,-0.724946671,-0.54589357,-0.86453719,-0.156512385,-2.165197035,0.17830304,-1.248324108,,-1.559741207,-0.398420118,-1.186841248,-1.137726626,-0.83013444,-1.489923961,-2.096385714,-1.138654601,-0.560186447,-0.298893069,-0.439602537,-1.588329229,-0.562846812,-0.398056477,-0.660360661,-0.65305604,-1.263373732,-0.375177568,-1.258667632,-0.254059666,-0.621472371,-1.476828685,-0.808481735
Amani Ramesh,amaniramesh@outlook.com,Male,HSR Layout,12.91781685,77.6125238,,-2.890802024,-1.755855793,-2.027702891,-1.232112297,-0.071768256,0.19976367,-0.035360524,-0.292230014,-0.064686066,-1.739584134,-1.557000205,,-0.685366906,0.165117822,0.755691332,0.498147176,-0.310179261,-0.886647482,-1.116363319,-0.155672608,-1.089583926,0.872645049,0.350498358,0.181018311,-0.581099203,-0.25862646,0.0338259,0.305274694,0.514995933,1.353249247,0.808376127,0.654923456,1.363526457,1.17100708,0.460073271
Kismat Venkataraman,kismatvenkataraman@yahoo.com,Male,JP Nagar,12.8844911,77.54262953,,-1.581942918,-1.293656546,-0.701295551,-0.625250033,0.165654773,-0.262553016,0.017555441,-0.710878241,-0.325259688,-1.594691643,-0.867143559,,-0.188801755,1.297217586,1.200989004,0.866725701,1.485723437,1.624662247,0.451273345,0.194653683,0.504721669,1.409047163,1.102072186,0.439169109,0.610487477,-0.150159073,0.681128697,0.105008066,0.96800653,-0.109217169,0.029679999,0.111738761,0.015803227,0.646090193,1.693985673
Aaryahi Vora,aaryahivora@yahoo.com,Male,Sarjapur,12.86757737,77.81296729,,1.366682641,0.88044445,0.795448636,0.570109106,0.981304048,-0.54501795,1.129642052,0.933050128,0.629559781,1.760880925,1.145389076,,1.123577216,1.305114869,0.023267779,0.001788858,1.972402336,0.988685161,0.596237338,1.429746921,1.396322396,1.29196039,0.30558252,1.282092725,0.314637284,1.01042198,0.273324125,-0.51787617,0.587577073,0.83562658,1.376551812,0.042106109,0.994310284,0.856784141,0.46451859
Indrajit Kari,indrajitkari@gmail.com,Female,Koramangala,12.95159386,77.64564408,,0.127141947,1.883831736,1.357886406,-1.207225839,0.601136035,1.484276329,1.169478759,1.235083124,-0.15278553,0.800640317,-0.348908075,,-0.233444315,0.804232183,-1.538660854,-1.895287526,1.232586716,0.871964478,0.81169954,1.663573263,1.659444902,-0.636363935,0.234601052,2.500048148,0.608229596,0.426896917,0.320971808,0.717918953,-0.679284043,-0.26484324,0.303984473,0.4604225,1.233294367,1.228036426,-0.093981484
Saira Bath,sairabath@yahoo.com,Female,HSR Layout,12.89542853,77.68690156,,-0.686917084,-1.257195763,-0.844705124,-0.867742636,-1.839959074,-0.484741718,-1.360994054,-1.064321485,-0.061529511,0.713088486,0.603073602,,-0.309464924,-0.413607175,-0.550795693,-0.563450239,-0.827617587,-0.015126517,-0.433749727,-0.577717932,-0.600762955,0.532272798,0.709273794,-0.73079845,-0.046892598,0.028897715,-0.065858237,-0.272976735,-0.359294659,-0.445196034,-0.642965825,-1.093390943,-0.722436858,-0.657450476,-0.564786769
Rati Kadakia,ratikadakia@yahoo.com,Male,Marathahalli,12.94442438,77.7114177,,0.516519225,-0.180895893,0.236724989,0.064205549,-0.813781359,-1.202235425,-0.515163952,-1.173243334,-0.194952727,-0.568690897,-0.683366331,,0.194025159,-0.998582869,-0.427296429,-0.100670995,-1.229422656,-0.663740791,-0.11494974,0.355070393,-1.147477979,-0.504251318,-0.702784484,-0.562548556,-0.544658852,-0.242389877,-0.418008748,-0.410215329,-0.318971654,-0.682878841,-0.511883499,-0.574944593,-1.070435727,-0.500944661,-0.916454572
Romil Rajan,romilrajan@outlook.com,Female,Koramangala,12.92657974,77.6255106,,-0.067785612,-1.136359158,-0.711764679,0.057544298,-0.594702061,-0.502322107,-0.756517084,-0.339467194,-0.884818945,-0.801805243,-0.222799167,,2.136151143,1.528823162,0.332933671,1.625627113,0.370878074,1.265951631,1.283313107,0.736608341,0.385074312,0.451849886,-0.283098277,0.316118471,1.338042302,1.363071445,0.826691776,1.148847377,1.143764877,2.162921362,1.182034324,1.611935744,2.028233378,1.540170576,1.588896867
Shaan Varghese,shaanvarghese@outlook.com,Female,Marathahalli,12.97216984,77.68949478,,-0.48058784,-0.049280194,-0.154032285,0.718158084,-0.292641486,-0.383506167,-1.620042322,-0.582720896,0.487948144,0.153239674,0.1381325,,1.179162186,0.379296184,1.373468033,1.727610761,1.98575007,1.788949664,-0.295089464,2.450738986,2.110234148,0.908617535,0.746506675,2.132694771,0.365882429,2.028230716,0.701654629,2.117605374,1.839423543,1.5181333,1.720440959,1.175004287,2.117235167,1.132942067,0.979205834
Kashvi Sahota,kashvisahota@gmail.com,Male,Sarjapur,12.83342834,77.78834065,,0.195436605,0.875835797,-0.781365123,0.61224144,0.236611588,0.275705171,-0.05902898,0.42070055,-1.080917118,-0.858049781,-1.654676699,,0.622007319,0.882275791,0.395374981,0.400225761,0.719957993,-0.664149598,0.037067688,-0.162890308,0.284929631,-1.043848691,0.261840962,0.545775828,-0.615158451,-1.005032441,-0.495809707,-1.290637327,0.258691925,0.680381968,0.515186494,-0.619681271,-0.381324042,-0.618913847,-0.660928577
Jayesh Dugar,jayeshdugar@gmail.com,Male,Sarjapur,12.860917,77.82246098,,1.115405882,1.283562865,0.838226917,1.150934373,1.660603679,1.044491388,1.813131999,1.291717717,2.58856712,2.22807895,2.001348509,,0.43093569,2.375135103,1.941290825,2.086027734,1.438860134,1.52003187,1.201227196,0.915488759,0.185786703,1.718073569,0.805501666,0.75387358,1.437023015,-1.47038901,-0.791125873,-1.69776257,1.372236235,1.033878255,0.834248085,0.458243076,1.883372402,-0.043020039,0.819426643
Madhav Saha,madhavsaha@gmail.com,Male,JP Nagar,12.88799135,77.59884824,,1.116935361,0.317042742,-0.93880896,-0.636063637,0.622481463,-0.449794759,-0.559090931,-0.032173085,-0.767992525,0.54964994,0.268916638,,0.651594101,0.3675524,0.289989053,0.820598867,-0.149262109,0.134315654,1.032941668,-0.58079814,-0.235160381,0.788962677,1.177518939,0.725692439,0.229834771,0.019936834,-0.188860828,-0.562637468,-0.110493639,0.635722163,0.758910987,1.05814023,0.456748511,0.40148754,0.324118318
Romil Cherian,romilcherian@gmail.com,Male,HSR Layout,12.90909051,77.67828861,,0.999797476,0.532644596,-0.061175546,0.458964128,-0.908147617,-0.415196952,-0.677152086,-0.641895623,-0.312015145,1.270682552,1.058680953,,0.436694305,0.64132969,0.799566692,1.189197921,-0.019121419,-0.936972531,-0.132157392,-1.116787784,-0.970669798,-0.98351329,-0.847970465,-0.933940055,-0.769178373,-0.385833156,-0.493852482,0.594905943,-0.627333103,-0.41724816,-0.691674959,-1.125301229,-0.590746406,0.515775812,-0.236246673
Vanya Bumb,vanyabumb@gmail.com,Female,Sarjapur,12.84307892,77.83643669,,1.33601565,-0.20767597,0.554669227,0.576136243,1.702422904,0.931937043,1.410812656,1.590172665,2.573584028,0.040135559,0.875184955,,1.138181435,1.306692361,0.796010053,1.189940076,1.013262964,0.466305655,0.837019201,0.838651883,-0.450384291,-0.499403709,-0.720151755,-1.198316378,-0.553103837,-0.947276978,0.346563201,-0.698221129,0.827198694,0.015162159,-0.749853915,-0.47585419,-0.124889957,0.580094098,-0.615366568
Miraya Jani,mirayajani@gmail.com,Male,Varthur,12.94060845,77.7362775,,-0.653069483,0.141649307,-1.523781625,-2.081871007,-1.263745762,-1.056381073,-1.282892291,-0.435899252,-0.792094058,0.281604957,0.04223633,,0.360899987,0.491429112,0.108649639,1.607907497,0.92356352,0.637636559,0.133983994,0.379770595,0.30344876,-0.101904541,-1.246440828,0.635987677,0.219525329,0.882816789,1.388695447,0.024377352,0.344354737,0.809060135,0.958294419,0.116223694,0.70430233,0.13848708,0.61013209
Ela Ganesan,elaganesan@yahoo.com,Female,Koramangala,12.94598156,77.59951502,,-1.246532592,-1.265484712,-1.713163994,-1.988907619,-0.334518927,-1.432780367,-1.663988923,-1.290514591,-1.625712231,-0.918702001,-1.362290941,,0.724689573,1.652512492,1.756649823,0.712296925,0.082428854,0.918233466,0.547438866,0.485784659,-0.30108151,1.939050086,1.834709906,-0.484151428,0.999746989,1.303199343,0.8868734,1.214001703,1.570748851,1.41626358,0.64536103,1.662404425,1.738179767,2.822375789,1.815571246
Dhruv Seshadri,dhruvseshadri@outlook.com,Female,Varthur,12.92478263,77.75976164,,0.50784626,-0.522503727,1.54919407,-0.524219294,0.164968551,0.723495205,0.606773561,-0.046797472,0.999358514,1.073877995,1.854179606,,1.096791049,1.621406887,0.535060355,0.804502426,0.649350464,1.446771285,1.408732998,0.045167534,0.804628234,0.89782593,0.844215257,0.334682676,1.168274549,0.832411645,0.552521507,-0.058143637,0.420872456,0.436902794,1.281475457,0.12795646,0.540484994,0.74544844,0.685106983
Nakul Choudhary,nakulchoudhary@outlook.com,Female,HSR Layout,12.90588182,77.71927844,,0.832716242,1.508569354,-0.472850745,-0.469607005,1.45057753,1.149865571,1.31207487,0.87942606,0.910089992,1.044522278,0.270585486,,-0.8882259,0.289270441,-0.807501831,-0.351222008,1.016443581,0.878977994,-1.04468582,1.450819284,1.041961871,0.054849877,0.747351208,1.796555132,-0.429824634,1.643245165,1.04158401,0.624248417,-0.091514186,0.934053902,1.154768359,1.170654632,2.337147866,0.884724786,1.400247576
Nitya Bhat,nityabhat@gmail.com,Male,Koramangala,12.93883923,77.65269205,,1.564544759,-0.22638461,0.426055962,1.405710333,1.061305982,1.658686027,1.40618624,1.403738323,0.183899965,1.450318218,0.48243226,,-0.227569384,0.558107996,-0.656881431,-0.670406083,0.732184753,0.367680604,0.381764128,0.395969934,-0.383508492,0.946783775,1.124102607,0.139392397,0.263667917,0.455005957,-0.123714604,-0.599095618,0.117180819,0.770419646,0.516188116,0.800991282,1.23570923,-0.103303094,-0.041356193
Parinaaz Sethi,parinaazsethi@gmail.com,Male,JP Nagar,12.89665187,77.58275072,,-0.471295225,-0.338486169,0.524071262,0.699570264,-0.467569661,-0.435944264,-1.187934961,-0.703020791,-1.613330298,-1.054463506,-1.567652347,,1.902699949,0.189981168,-0.6941742,-0.453148519,-0.288387592,-1.251074554,-0.265876463,-1.006826338,-2.028674459,-1.090685078,-0.915725548,-0.122973707,-0.5108269,-1.003228556,-3.001476304,-0.957259308,-0.768133521,-0.41675162,-0.923024179,-1.829816278,-1.55640877,-0.411254601,-1.15915039
Chirag Sathe,chiragsathe@gmail.com,Male,Koramangala,12.93837563,77.60646866,,-0.294572125,-1.653659359,0.413722939,0.056113705,-0.258167778,-0.952311222,-0.224517123,-0.410796806,-1.361020293,0.624564966,-0.247290892,,0.487637208,-0.710379755,-0.600497027,-0.878406617,-0.109351428,-1.537094344,-1.547947551,-0.80782698,-0.974662995,-1.948081282,-1.50968922,0.240484263,-1.151805702,0.646119686,-0.159544188,-0.575421095,-0.924620591,-1.529820413,-0.479406995,-1.369909835,-0.701500299,-0.79076917,-0.370064337
Kartik Wali,kartikwali@outlook.com,Male,Marathahalli,12.95716394,77.69732473,,1.532837066,0.729942672,0.742352918,0.611954995,0.163026285,1.134849028,-0.681335555,0.885378321,0.891282501,0.100628902,-0.121256017,,-0.199330333,-0.404232267,-0.121514509,0.439026022,-0.169575666,-0.053515656,-0.59796168,-0.450120732,-0.797066391,1.215129156,0.622498003,-0.530266966,0.655342503,-0.30211249,-0.816652488,-1.657141413,-0.242764426,-0.317850375,0.083823824,0.617096879,-0.031056052,-1.514396112,-0.853778761
Nishith Chaudhuri,nishithchaudhuri@outlook.com,Female,JP Nagar,12.90603285,77.57961009,,1.23569905,0.779753209,0.747378982,2.394221658,2.714904268,1.735391376,2.045077019,2.34264229,1.800870117,0.016559687,0.860680715,,1.478011498,1.759992285,1.856589176,0.862727555,0.441934393,0.411986029,1.0000978,-0.926332879,1.259929726,0.139441438,-0.003357885,-0.163726106,2.045700397,-0.074567605,-0.618639158,-0.666912585,0.972303135,1.429866774,1.051957165,1.144466061,1.163379617,0.932577265,0.995581781
Inaaya  Chana,inaayachana@gmail.com,Male,Indiranagar,12.9768536,77.65339661,,-2.794727508,-1.511709734,-1.439570001,-1.344626503,-0.471891728,-1.580037974,-0.973767166,-1.193602532,0.979988404,-2.328345868,-1.307847648,,-0.087443961,0.924684884,0.206536134,0.789037113,0.084017615,0.50584848,0.683422565,-0.593892991,-0.218570176,-0.722074244,0.992044238,1.349187445,0.190345864,-1.257172844,-0.480537581,-0.212451695,0.642575736,1.42938099,0.421555516,1.031992667,1.530742204,1.129501942,1.466469309
Neelofar Soman,neelofarsoman@gmail.com,Male,Koramangala,12.9082454,77.66348645,,0.942873441,2.219716637,1.380656539,1.855487374,0.782737418,1.040572385,0.853581419,1.342385403,0.312699775,1.271223823,0.747278832,,1.634113594,0.976525595,1.40305342,1.301761312,1.907176327,0.941839831,1.559815636,1.491300678,1.992926597,-0.927729106,-0.073640222,1.967769169,0.29877898,0.323400437,0.893590153,0.063322905,2.172199446,1.825889453,1.493255718,1.66531872,2.465873222,1.063362346,1.566956549
Bhamini Devan,bhaminidevan@yahoo.com,Male,Varthur,12.93305487,77.73204742,,2.083574553,-0.883640857,-0.013429062,0.543745081,-0.239047124,0.535497132,1.083960523,-0.018811531,-1.796010152,0.133578015,-0.013633732,,0.922130453,0.476379566,1.133117928,0.426265267,0.175178121,-0.551616975,0.284786418,-0.191173264,0.140139264,-0.149223473,-0.511891589,-0.077996397,1.45340018,1.026560538,0.381222707,1.036839734,0.795363172,1.896573184,0.903110945,1.215159035,0.913847017,1.731874124,1.497878298
Yuvaan Joshi,yuvaanjoshi@gmail.com,Female,Krishnarajapura,13.01948651,77.69856126,,-0.746839079,-0.488571706,-1.196302033,0.08507843,0.592854246,0.623889398,-0.592870476,0.021462091,0.425881589,-0.616524473,-0.505388175,,-0.075606894,-1.289267883,-1.626621362,-0.777474276,-2.272478135,-0.838781939,-0.801163107,-0.631055155,-0.653525389,-0.858659683,-0.485232335,-1.699979592,-0.83473321,0.68500713,1.257236995,0.407795399,-0.564572664,-1.264103819,-1.492090822,0.10032783,-0.737630999,-0.25079136,-0.357930639
Hrishita Gaba,hrishitagaba@gmail.com,Male,JP Nagar,12.89610131,77.55515737,,-0.484948506,-0.022753936,-0.51084083,-0.633133582,-0.067281245,-0.831379251,-0.211348514,-0.799522264,0.325577365,0.014786892,0.912533171,,-0.011730488,-1.551805208,0.064544073,-1.051253067,0.888065888,1.507321931,0.610998231,1.72431185,1.744822053,1.273945071,-0.903241752,1.062316052,0.841195702,1.717406094,2.145954841,1.488945603,0.167469264,0.137009542,0.501841012,1.055823063,0.765507527,1.048644068,-0.441479297
Adira Mahal,adiramahal@gmail.com,Female,JP Nagar,12.88969149,77.55621562,,1.285759823,1.336900526,1.338034004,1.490106686,0.871483013,1.036626593,1.716406334,0.930833166,0.731383099,1.599292937,1.360106646,,0.307860529,1.105424393,2.000896917,0.911500333,1.457178064,1.087177995,0.097029879,1.204935405,2.092576617,0.131155239,1.765304224,0.914925789,-0.285963823,1.930985832,2.126657887,2.187595374,1.699262496,2.12180708,2.280738965,1.378823432,1.050868399,1.658683562,1.887170573
Ishita Sundaram,ishitasundaram@gmail.com,Female,Koramangala,12.94633722,77.59649028,,1.09876375,0.680942565,-1.106594854,0.287074484,-0.006006452,-0.725519976,-0.031527825,-0.997009664,0.813570806,0.708057239,1.327925536,,0.499466286,1.27549755,0.461488255,0.98162833,0.34356182,1.538629383,0.67728809,1.248783053,1.490388105,0.056775993,0.928407867,1.805433551,1.402408533,-0.379627697,1.41206115,-0.051753276,1.195009105,2.01027197,1.244928635,1.396915153,1.542544247,0.444120231,1.600178975
Tejas Chaudry,tejaschaudry@gmail.com,Male,HSR Layout,12.89810213,77.62617511,,1.239473581,1.344700294,1.153215022,1.889620823,1.24863048,2.057784865,1.360161294,2.356817666,0.940832208,0.843789692,-0.697220011,,-0.016115977,0.443122595,0.070438102,1.289378155,-0.121057324,0.436806547,-0.177475479,0.884298623,0.715425263,-0.497804386,-0.28363743,-0.51280446,-1.063557254,-0.602712156,1.13096641,-1.109912526,0.346719415,-0.440727918,0.009878784,-0.218750251,-0.248535764,-0.596994697,-0.470243709
Hrishita Bera,hrishitabera@yahoo.com,Female,Sarjapur,12.86482255,77.76938729,,1.455681328,2.116101613,0.906529537,1.085075324,2.950360781,0.488309982,1.02887421,1.34640133,1.256151975,0.496993616,0.167459757,,1.890698559,0.536590457,0.881890672,1.056712183,-0.022193853,0.606872041,0.619831468,1.093928461,0.727960734,-0.779382737,-0.35498591,-0.466162567,-0.778902274,0.412288316,-0.190851245,-1.015980689,0.393903512,0.53903153,-0.395689871,0.420456852,1.066417163,-0.338167641,0.487185201
Baiju Gupta,baijugupta@gmail.com,Male,Indiranagar,12.97731374,77.6142533,,-0.079258575,1.146966874,-1.332286816,0.204269611,-1.061867184,-1.168445409,-1.105170574,-0.748167832,-0.616888216,-0.069627947,-0.381753345,,1.804679258,1.367105138,1.649244768,0.759093068,0.381557677,1.448752161,1.034076976,0.375892649,1.336461406,1.340378254,1.352489023,0.459561091,0.340335763,1.672681165,1.798491655,2.108269347,1.6879037,1.291436573,1.221577564,1.474065053,1.777831572,1.723114212,1.919692009
Tejas Soman,tejassoman@gmail.com,Male,Koramangala,12.93504145,77.60353807,,-1.171727101,-1.712123758,-1.043672897,-0.568454973,-1.511943646,-1.012692908,-1.847921875,-0.949093834,0.001867841,-0.664542795,0.315946425,,0.358513208,-0.431347205,-0.359212492,0.073934602,-0.156986461,-0.555941729,0.256053621,0.707973169,0.51870478,-1.890571561,-1.587147881,0.044100802,-1.132599258,0.902038401,0.57532206,1.430998102,-0.88007497,-0.41883563,0.015460762,0.902417541,0.592941625,1.064780974,0.580416127
Oorja Ganesh,oorjaganesh@gmail.com,Male,Koramangala,12.91762227,77.63608887,,0.466736798,0.281352966,1.692973815,-1.492628308,1.366689955,1.246506241,1.648962844,1.037259605,0.868584526,0.322897717,1.250333803,,1.16319068,0.100458602,-0.759066548,0.019590529,0.126246658,-0.134861368,1.395823697,-0.36809726,-0.591498011,0.504922222,0.586958849,-0.576202075,-1.345536012,-0.557299465,-0.525661845,-0.171646027,-0.544034321,-1.19302577,-0.711901067,-0.608080551,-0.39141643,-0.444966257,-1.243504631
Veer Wadhwa,veerwadhwa@gmail.com,Female,Krishnarajapura,12.99899879,77.67071655,,0.102779232,0.581372299,1.044879246,1.430155177,-1.461601571,-0.864754851,-0.345764182,0.198093248,-0.340123835,0.444858242,0.474433377,,-1.63476972,-1.773462413,-0.713587601,-0.579803606,-2.259465027,-1.449196353,-1.464433866,-0.731870496,-0.94103653,-1.510263075,-1.14698286,-1.786856043,-1.279526354,-1.805346403,-0.426745409,-1.067599943,-0.104786109,-1.608834638,-1.677647586,-0.973468425,-1.906504892,-1.837979059,-1.387820438
Sara Sarna,sarasarna@gmail.com,Male,Marathahalli,12.96352599,77.68064281,,0.079872292,0.497211907,-0.169033024,-0.273177245,-0.811041927,0.018191801,-0.568705221,-0.778674202,-2.157848303,-1.445017647,-1.180076689,,-1.657531639,-1.231678924,-1.567122082,-2.424299362,-1.96548214,-2.729821894,-1.418751325,-0.908708577,-0.697252071,-2.08147429,-1.935931574,-1.222962165,-1.518807103,-0.426570171,0.423543652,0.949364254,-1.837197562,-1.424025906,-1.26664685,-0.439818416,-1.239084256,-0.590207972,-1.530911393
Bhavin Comar,bhavincomar@yahoo.com,Female,Marathahalli,12.95837498,77.68424675,,0.273429125,0.843898324,-0.051556118,0.429555677,0.254376386,-0.618603757,0.051572268,-0.191943432,0.118312013,0.687635587,0.811973308,,-1.258595305,-1.186812574,-0.240354757,-0.283696135,-0.801239365,-1.363196488,-1.756817284,-0.495482386,-1.166715248,-0.42488348,-1.012411938,-1.507618538,-0.409323235,-1.442401408,-1.419429514,-2.151855957,-0.16874656,-1.182207712,-0.576764897,-0.635085296,-1.292067241,-2.080176093,-1.943274293
Kiara Solanki,kiarasolanki@gmail.com,Female,Sarjapur,12.83063401,77.77506142,,-0.260425145,-0.154619171,0.303278078,0.577510923,0.693552418,1.189618467,0.827790336,0.53605443,-0.031783408,0.95706595,1.568262604,,-0.780039322,-0.691062988,-0.411772525,-0.634025421,0.245763422,-0.149023385,-0.235903208,-0.092965773,-0.858420458,0.71503652,0.642152993,-0.752367835,0.242644295,-1.060294405,-0.269773524,0.049536277,-0.055705964,-0.21953737,-0.803026541,0.52671966,-0.526142284,-0.610605917,-1.086954016
Lavanya Barman,lavanyabarman@outlook.com,Male,Sarjapur,12.83570648,77.79547071,,-0.167889653,-0.900388065,-0.127197232,-0.514520705,-1.398363903,-0.813684506,-1.161114129,-0.916270187,0.01515649,-0.057991397,-0.596416905,,-0.523760202,0.421159916,-0.77569379,0.023640886,0.229516035,0.427608105,-0.302745486,0.916943053,0.795799603,0.036705702,-0.180542502,0.637808154,1.053951643,0.293030236,0.725707145,-0.341423983,0.465886198,0.487170211,0.885453397,-0.097636948,0.338450183,0.135149747,0.210055856
